USUARIO;MES;FECHA;TECNICO;INICIO;FINAL;TIEMPO ATENCION;CONTACTO;CLIENTE;LINEA;CANAL;VENDEDOR;MARCA;MODELO;SERIE;TIPO DE ATENCION;MOTIVO;MOTIVO DE LA ATENCIÓN;DESCRIPCIÓN DE LA ACTIVIDAD;TEMA
JUAN ARAUCO;OCTUBRE;28/10/2025;JARAUCO;09:00;10:00;01:00;;AMIDATA NEGOCIOS S.A.C.;15EQUIPCOM;MINORISTA;ANA DONAIRE;TP-LINK;EAP670;22433Q0000035;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;28/10/2025;JARAUCO;10:00;11:00;01:00;;AMIDATA NEGOCIOS S.A.C.;86IMOU;MINORISTA;ANA DONAIRE;IMOU;IPC-S7UN-11M0WED-IMOU;18561AMPCGF5A95;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;28/10/2025;JARAUCO;16:30;18:00;01:30;;ALECOM LED ELECTRONICS SOCIEDAD ANONIMA CERRADA/ LECAR TECNOLOGIAS S.A.C.;74DAHUA;MINORISTA;ANA DONAIRE;DAHUA;DH-XVR5232AN-I3;8J0D858RAZ20A3B;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;30/10/2025;JARAUCO;09:00;10:00;01:00;;RIVERA VIVAR CRISTIAN ARMANDO/COREX;74DAHUA;MINORISTA;ANA DONAIRE;DAHUA;HAC-HFW1200CL-IL-A;AJ010AFPBVB6836;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;30/10/2025;JARAUCO;11:00;12:00;01:00;;OVNIVERSE SOLUTIONS S.A.C.;74DAHUA;MINORISTA;ANA DONAIRE;DAHUA;NVR4216-16P-4KS3;BB00FD4PAJ8A318;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;04/11/2025;JARAUCO;14:00;17:00;03:00;;AMIDATA NEGOCIOS S.A.C.;86 IMOU;MINORISTA;ANA DONAIRE;IMOU;IPC-S7U-11M0WED-IMOU;18561AMPCGF5A95;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;04/11/2025;JARAUCO;14:00;17:00;03:00;;AMIDATA NEGOCIOS S.A.C.;87 IMOU;MINORISTA;ANA DONAIRE;IMOU;EAP670;22433Q0000035;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;04/11/2025;JARAUCO;14:00;17:00;03:00;;AMIDATA NEGOCIOS S.A.C.;15EQUIPCOM;MINORISTA;ANA DONAIRE;TP-LINK;IPC-K2EN-3H3W;D1568BDPSF2E20E;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;12/11/2025;JARAUCO;10:30;11:30;01:00;;PLANETA VIRTUAL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;86IMOU;MINORISTA;ANA DONAIRE;IMOU;IPC-S7XE-8M0WED-IMOU;D1084BCPSF4A2D8;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;17/11/2025;JARAUCO;17:00;18:00;01:00;;LECAR TECNOLOGIAS S.A.C.;74DAHUA;MINORISTA;ANA DONAIRE;DAHUA;XVR5232AN-I3;8J0D858RAZ20A3B;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;18/11/2025;JARAUCO;09:00;10:30;01:30;;JUGRANSOFT COMPUTER S.A.C.;15EQUIPCOM;MINORISTA;ANA DONAIRE;TP-LINK;ARCHER AX23;22381F4000589;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;18/11/2025;JARAUCO;10:30;11:30;01:00;;RIVERA VIVAR CRISTIAN ARMANDO;74DAHUA;MINORISTA;ANA DONAIRE;DAHUA;HAC-HFW1200CL-IL-A;AJ010AFPBVB6836;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;18/11/2025;JARAUCO;14:00;15:30;01:30;;HMF INVERSIONES S.A.C.;86IMOU;MINORISTA;ANA DONAIRE;IMOU ;IPC-K2E-3H3W-IMOU;B323ABBPSFD82FE;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;20/11/2025;JARAUCO;09:00;10:30;01:30;;OVNIVERSE SOLUTIONS S.A.C.;86IMOU;MINORISTA;ANA DONAIRE;IMOU ;IPC-S7XE-10M0WEDIMOU;F23DCBCPSFFD0E5;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;20/11/2025;JARAUCO;10:30;11:30;01:00;;OVNIVERSE SOLUTIONS S.A.C.;86IMOU;MINORISTA;ANA DONAIRE;IMOU;IPC-K7C-5H1WE-IMOU;56349ALPCG573A7;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;20/11/2025;JARAUCO;11:30;13:00;01:30;;PLANETA VIRTUAL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;86IMOU;MINORISTA;ANA DONAIRE;IMOU;IPC-S7XE-8M0WED-IMOU;D1084BCPSF4A2D8;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;NOVIEMBRE ;24/11/2025;JARAUCO;10:30;11:30;01:00;;HMF INVERSIONES S.A.C.;86IMOU;MINORISTA;ANA DONAIRE;IMOU;IPC-K2E-3H3W-IMOU;B323ABBPSFD82FE;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;02/12/2025;JARAUCO;15:00;15:30;00:30;;CONSULTORA CONSTRUCTORA NEUROSYSTEM PERU S.A.C.;74DAHUA;MINORISTA;ANA DONAIRE;DAHUA;H3A;BE0FDA0GAGF23D2;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;02/12/2025;JARAUCO;15:30;16:00;00:30;;OVNIVERSE SOLUTIONS S.A.C.;86IMOU;MINORISTA;ANA DONAIRE;IMOU;IPC-K7C-5H1WE-IMOU;56349ALPCG573A7;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;10/12/2025;JARAUCO;15:30;17:00;01:30;;AMIDATA NEGOCIOS S.A.C.;86IMOU;MINORISTA;ANA DONAIRE;IMOU;IPC-S3E-5M0WE-IMOU;18BD2BDPBVE9559;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;10/12/2025;JARAUCO;17:00;18:00;01:00;;AMIDATA NEGOCIOS S.A.C.;15EQUIPCOM;MINORISTA;ANA DONAIRE;TP-LINK;TL-WR840N;2255237011871a;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;12/12/2025;JARAUCO;09:00;11:00;02:00;;SEG-TECH PERU SOCIEDAD ANONIMA CERRADA;74DAHUA;MINORISTA;ANA DONAIRE;DAHUA;HAC-HFW1500RL-IL-A;BG001E1PBVE9960;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;29/12/2025;JARAUCO;10:30;11:30;01:00;;AMIDATA NEGOCIOS S.A.C.;86IMOU;MINORISTA;ANA DONAIRE;IMOU;IPC-S3E-5M0WE-IMOU;18BD2BDPBVE9559;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;29/12/2025;JARAUCO;11:30;13:00;01:30;;AMIDATA NEGOCIOS S.A.C.;15EQUIPCOM;MINORISTA;ANA DONAIRE;TP-LINK;TL-WR840N;2255237011871a;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;DICIEMBRE;31/12/2025;JARAUCO;11:30;13:00;01:30;;SEG-TECH PERU SOCIEDAD ANONIMA CERRADA;74DAHUA;MINORISTA;ANA DONAIRE;DAHUA;HAC-HFW1500RL-IL-A;BG001E1PBVE9960;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;ENERO;30/01/2026;JARAUCO;09:00;10:30;01:30;;AMIDATA NEGOCIOS SAC;15EQUIPCOM;MINORISTA;ANA DONAIRE;TP-LINK;TL-SG1008D;225402B013984;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
DAHAINA ESPINOZA;OCTUBRE;10/10/2025;ESPINOZA;12:00;13:30;01:30;;ROCAR-NET E.I.R.L. ;15EQUIPCOM;OPERADORES;CARLA MAYORGA;TP-LINK;DS-P7001-08;225413A000196;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
DAHAINA ESPINOZA;ENERO;01/01/2026;ESPINOZA;;;00:00;;ROCAR-NET E.I.R.L.;15EQUIPCOM;OPERADORES;CARLA MAYORGA;DIXON;DS-P7001-08;225413A000196;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
JUAN ARAUCO;NOVIEMBRE ;27/11/2025;JARAUCO;16:00;16:30;00:30;;TELEQUIPO DEL PERU S.A.C.;74DAHUA;MINORISTA;FANY FALERO;DAHUA;DH-SD5A225GBN-HNR;8L0C325PAJ93951;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
DAHAINA ESPINOZA;OCTUBRE;07/10/2025;ESPINOZA;12:30;12:40;00:10;;KROTON;15EQUIPCOM;MINORISTA;FANY FALERO;TP-LINK;MC220L;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
DAHAINA ESPINOZA;OCTUBRE;07/10/2025;ESPINOZA;12:50;13:10;00:20;;KROTON;15EQUIPCOM;MINORISTA;FANY FALERO;TP-LINK;MC210CS;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
DAHAINA ESPINOZA;OCTUBRE;07/10/2025;ESPINOZA;14:10;14:40;00:30;;PARTNERS TECHNOLOGY S.A.C;15EQUIPCOM;MINORISTA;FANY FALERO;TP-LINK;MC210CS;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
CESAR CORAS;Octubre;13/10/2025;CCORAS;09:55;10:10;00:15;;SOS PERU SOLUCIONES S.A.C.;74DAHUA;INTEGRADOR;FANY FALERO;WESTERN DIGITAL;WD22PURZ;;PRESENCIAL;GARANTIA;VERIFICACIÓN DE OPERATIVIDAD DE EQUIPOS Y DIAGNÓSTICOS FINAL;;
CESAR CORAS;Octubre;16/10/2025;CCORAS;09:10;09:50;00:40;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW5442E-ZE;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;21/10/2025;CCORAS;12:15;12:40;00:25;;SOS PERU SOLUCIONES S.A.C.;74DAHUA;INTEGRADOR;FANY FALERO;WESTERN DIGITAL;WD22PURZ;WX12DB19VS3C;PRESENCIAL;GARANTIA;VERIFICACIÓN DE OPERATIVIDAD DE EQUIPOS Y DIAGNÓSTICOS FINAL;;
CESAR CORAS;Octubre;22/10/2025;CCORAS;10:45;11:35;00:50;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW5442E-ZE;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;22/10/2025;CCORAS;16:45;17:15;00:30;;SOS PERU SOLUCIONES S.A.C.;74DAHUA;INTEGRADOR;FANY FALERO;WESTERN DIGITAL;WD22PURZ;;PRESENCIAL;GARANTIA;VERIFICACIÓN DE OPERATIVIDAD DE EQUIPOS Y DIAGNÓSTICOS FINAL;;
CESAR CORAS;Noviembre;04/11/2025;CCORAS;14:50;15:00;00:10;;SOS PERU SOLUCIONES S.A.C.;74DAHUA;INTEGRADOR;FANY FALERO;WESTERN DIGITAL;WD22PURZ;;PRESENCIAL;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Noviembre;10/11/2025;CCORAS;14:30;15:30;01:00;;SOS PERU SOLUCIONES S.A.C.;74DAHUA;INTEGRADOR;FANY FALERO;WESTERN DIGITAL;WD22PURZ;;PRESENCIAL;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Noviembre;17/11/2025;CCORAS;17:15;17:35;00:20;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW5442E-ZE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Noviembre;21/11/2025;CCORAS;09:00;09:10;00:10;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW5442E-ZE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Noviembre;22/11/2025;CCORAS;15:50;16:20;00:30;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW5442E-ZE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Noviembre;23/11/2025;CCORAS;13:50;16:20;02:30;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HDBW2231R-ZS-S2;;REMOTO;GARANTIA;PRUEBA DE EQUIPOS Y REVISIONES;VERIFICACIÓN DE OPERATIVIDAD DE EQUIPOS Y DIAGNÓSTICOS FINAL;
CESAR CORAS;Noviembre;27/11/2025;CCORAS;12:00;12:30;00:30;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HDW2431TM-AS-S2;;PRESENCIAL;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Noviembre;28/11/2025;CCORAS;10:55;11:10;00:15;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW2231T-ZS-S2;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Diciembre;02/12/2025;CCORAS;09:25;09:50;00:25;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW5442E-ZE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Diciembre;10/12/2025;CCORAS;09:00;09:40;00:40;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HDW2431TM-AS-S2;;PRESENCIAL;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Diciembre;10/12/2025;CCORAS;16:40;17:10;00:30;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW2231T-ZS-S2;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Diciembre;15/12/2025;CCORAS;09:40;09:50;00:10;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW2231T-ZS-S2;;REMOTO;GARANTIA;PRUEBA DE EQUIPOS Y REVISIONES;VERIFICACIÓN DE OPERATIVIDAD DE EQUIPOS Y DIAGNÓSTICOS FINAL;
CESAR CORAS;Diciembre;16/12/2025;CCORAS;09:30;10:00;00:30;;SOS PERU SOLUCIONES S.A.C.;74DAHUA;INTEGRADOR;FANY FALERO;WESTERN DIGITAL;WD22PURZ;;PRESENCIAL;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Diciembre;22/12/2025;CCORAS;11:25;12:05;00:40;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HDBW2231R-ZS-S2;;REMOTO;GARANTIA;PRUEBA DE EQUIPOS Y REVISIONES;VERIFICACIÓN DE OPERATIVIDAD DE EQUIPOS Y DIAGNÓSTICOS FINAL;
CESAR CORAS;Enero;02/01/2026;CCORAS;09:20;09:35;00:15;;NORTH PERUVIAN TEC E.I.R.L.;74DAHUA;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW5442E-ZE;;PRESENCIAL;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Enero;08/01/2026;CCORAS;15:10;16:40;01:30;;;15EQUIPCOM;INTEGRADOR;FANY FALERO;WESTERN DIGITAL;WD22PURZ;;PRESENCIAL;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Enero;09/01/2026;CCORAS;09:00;09:10;00:10;;;15EQUIPCOM;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW5442E-ZE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Enero;14/01/2026;CCORAS;16:45;17:15;00:30;;;15EQUIPCOM;INTEGRADOR;FANY FALERO;WESTERN DIGITAL;WD22PURZ;;PRESENCIAL;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Enero;15/01/2026;CCORAS;14:25;14:45;00:20;;;15EQUIPCOM;INTEGRADOR;FANY FALERO;DAHUA;IPC-HFW5442E-ZE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;OCTUBRE;31/10/2025;ESPINOZA;10:40;11:10;00:30;;KROTON;27AMPLCATV;MINORISTA;FLOR MELGAREJO;DIXON;TX-SCPAC-SCAPC- 3 - TXSCPAC-SCPC-2;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;;
DAHAINA ESPINOZA;OCTUBRE;31/10/2025;ESPINOZA;11:20;11:50;00:30;;KROTON;27AMPLCATV;MINORISTA;FLOR MELGAREJO;ZTE;F670L WI-FI5;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;;
DAHAINA ESPINOZA;NOVIEMBRE;26/11/2025;ESPINOZA;11:50;12:10;00:20;;KROTON;27AMPLCATV;MINORISTA;FLOR MELGAREJO;DIXON;TX-SCPAC-SCAPC- 3 - TXSCPAC-SCPC-2;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;NOVIEMBRE;26/11/2025;ESPINOZA;12:20;12:40;00:20;;KROTON;27AMPLCATV;MINORISTA;FLOR MELGAREJO;ZTE;F670L WI-FI5;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
JUAN ARAUCO;DICIEMBRE;16/12/2025;JARAUCO;15:30;17:00;01:30;;PLASENCIA QUISPE JOAO ANTONIO;74DAHUA;MINORISTA;FLOR MELGAREJO;DAHUA ;HAC-HDBW1801RA-Z-A;AL03018PDD4DF3F;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
DAHAINA ESPINOZA;OCTUBRE;02/10/2025;ESPINOZA;10:30;10:50;00:20;;GERARDO PABLO;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;EAP660HD;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;OCTUBRE;03/10/2025;ESPINOZA;11:10;11:30;00:20;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;TX50UH;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;OCTUBRE;03/10/2025;ESPINOZA;11:40;12:00;00:20;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;EAP623-OUTDOOR HD;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
DAHAINA ESPINOZA;OCTUBRE;03/10/2025;ESPINOZA;12:20;12:40;00:20;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;TL-WPA4220KIT;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
DAHAINA ESPINOZA;OCTUBRE;03/10/2025;ESPINOZA;13:00;13:30;00:30;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;TL-WPA422;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
DAHAINA ESPINOZA;NOVIEMBRE;03/11/2025;ESPINOZA;12:50;13:10;00:20;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TPLINK;DECOX50;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;NOVIEMBRE;03/11/2025;ESPINOZA;14:10;14:30;00:20;;KROTON;15EQUIPCOM;;FLOR MELGAREJO;TPLINK;;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;NOVIEMBRE;04/11/2025;ESPINOZA;09:20;09:40;00:20;;GERARDO PABLO;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;EAP660HD;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;NOVIEMBRE;19/11/2025;ESPINOZA;16:20;16:40;00:20;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;EAP660HD;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;NOVIEMBRE;19/11/2025;ESPINOZA;16:40;17:00;00:20;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;TL-SG2410;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;NOVIEMBRE;24/11/2025;ESPINOZA;16:00;16:20;00:20;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;EAP763;;REMOTO;PREVENTA;PRUEBA DE EQUIPOS NUEVOS;PRUEBA DE EQUIPOS ANTES DE VENDER;
DAHAINA ESPINOZA;NOVIEMBRE;24/11/2025;ESPINOZA;16:20;16:40;00:20;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;TL-SG2108;;REMOTO;PREVENTA;PRUEBA DE EQUIPOS NUEVOS;PRUEBA DE EQUIPOS ANTES DE VENDER;
DAHAINA ESPINOZA;NOVIEMBRE;24/11/2025;ESPINOZA;16:40;17:00;00:20;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;POE170S;;REMOTO;PREVENTA;PRUEBA DE EQUIPOS NUEVOS;PRUEBA DE EQUIPOS ANTES DE VENDER;
DAHAINA ESPINOZA;DICIEMBRE;02/12/2025;ESPINOZA;11:00;11:30;00:30;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TPLINK;EAP660HD;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;DICIEMBRE;02/12/2025;ESPINOZA;11:50;12:20;00:30;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TPLINK;TL3822PX;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;ENERO;01/01/2026;ESPINOZA;;;00:00;;KROTON;15EQUIPCOM;MINORISTA;FLOR MELGAREJO;TP-LINK;EAP 620HD;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
